,date,speaker,title,party,media,score,field,subject,link,knesset,gender,main-quote
369,23/11/2018,נפתלי בנט,על בית הדין הפלילי הבינלאומי,הבית היהודי,פייסבוק,untrue,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/Z909OZqyqO,הכנסת ה-20,male,"""בית הדין הפלילי הבינלאומי הוקם לאחר מלחמת העולם השנייה, כלקח על איך למנוע רצח עם במצבים בהם יש אזור ללא חוק"""
370,04/02/2019,נפתלי בנט,על העלייה במספר הנגישים ל-5 יחידות מתמטיקה:,הימין החדש,פייסבוק,mostly untrue,"חינוך, תרבות וספורט",בגרות במתמטיקה,https://www.thewhistle.co.il/feed/OZWqmAKWjw,מע׳ בחירות,male," ""בין 2006 ל-2015 מסיימי 5 יחידות הלכו וירדו מ-13,000 לשפל של 8,500 בלבד. ב-2015 הגעתי למשרד החינוך, וקיבלתי החלטה נועזת: תוך 4 שנים נכפיל את המספר [...] והצלחנו! בשנה שעברה 18,000 תלמידים סיימו בהצלחה!"""
371,06/02/2019,נפתלי בנט,"על מצבה הכספי של הבית היהודי בתקופתו כיו""ר",הימין החדש,רשת,mostly untrue,"כנסת, ממשלה ומנהל ציבורי",בחירות לכנסת,https://www.thewhistle.co.il/feed/Z8yXD8ay42,מע׳ בחירות,male,"""לקחתי מפלגה שהייתה בחוב של 40 מיליון שקלים וצמצמתי ל-19 מיליון שקלים בעבודה מאוד מאוד קשה, והשארתי מצב הרבה יותר טוב"""
372,24/02/2019,נפתלי בנט,על פעולתו מול מונופול נשר בתחום המלט:,הימין החדש,גל״צ,mostly untrue,כלכלה,מונופול המלט,https://www.thewhistle.co.il/feed/jKx28qOWZq,מע׳ בחירות,male,"""אני פירקתי את מונופול המלט שהיה פה מקום המדינה, היה רק את נשר. כשר כלכלה פירקתי את המונופול"""
373,18/03/2019,נפתלי בנט,על שיטת מינוי השופטים בישראל,הימין החדש,גל״צ,untrue,"חינוך, תרבות וספורט",מספר ילדים בכיתה,https://www.thewhistle.co.il/feed/1l0L1VEWva,מע׳ בחירות,male,"""רק במדינת ישראל שופטי עליון מעורבים במינוי שופטי עליון"""
374,18/03/2019,נפתלי בנט,על הקטנת מספר התלמידים בכיתות בתקופתו במשרד החינוך:,הימין החדש,פייסבוק,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/wzy5KPM0Q6,מע׳ בחירות,male,"""היה קודם בערך 40 ילדים בכיתה, היום הממוצע הארצי זה 27 ילדים"""
375,06/09/2017,סתיו שפיר,על תקציב דו-שנתי,עבודה,פייסבוק,TRUE,כלכלה,תקציב המדינה,https://www.thewhistle.co.il/feed/QrxOM35W9B,הכנסת ה-20,female,"""שיטת התקציב הדו-שנתי כל כך 'מוצלחת', שיש רק עוד מדינה אחת בעולם שמשתמשת בה: בחריין"""
376,11/01/2018,סתיו שפיר,על תכנית לצפון בתקציב,עבודה,כאן ב׳,untrue,כלכלה,תכנית הצפון,https://www.thewhistle.co.il/feed/ORxK9LRWjK,הכנסת ה-20,female,"""תוכנית הצפון שהובטחה כבר לפני שנתיים לא נמצאת בתוך התקציב עדיין, למרות ההבטחות"""
377,31/01/2018,סתיו שפיר,על ועדת האתיקה,עבודה,גל״צ,mostly untrue,"כנסת, ממשלה ומנהל ציבורי",ועדת האתיקה בכנסת,https://www.thewhistle.co.il/feed/O4Wk2l50jb,הכנסת ה-20,female,"""הוא הואשם בעצמו על ידי ועדת האתיקה על כך שהוא פעל בניגוד עניינים [...] ועדת האתיקה העירה לו אבל אפשרה לו להמשיך ולנהל את הדיונים האלה"""
378,06/06/2018,סתיו שפיר,על זכויות להט״ב בישראל,עבודה,רדיו ת״א,TRUE,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/GPxPq660a6,הכנסת ה-20,female,"""ישראל הופכת למעשה להיות אחת המדינות האחרונות במערב שעוד לא מאשרות נישואים גאים"""
379,11/03/2019,סתיו שפיר,על תקציבי הבריאות והרווחה בתקופת ממשלת הליכוד:,עבודה,קשת,mostly untrue,כלכלה,תקציב המדינה,https://www.thewhistle.co.il/feed/qX0nzKK0N9,מע׳ בחירות,female,"""המפלגה הזו [הליכוד] קיצצה בתקציבי הבריאות והרווחה"""
380,01/10/2017,עבד אל חכים חאג' יחיא,על ביקורי ח״כים אצל אסירים בטחוניים,הרשימה המשותפת,103FM,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/Z909OeXyqO,הכנסת ה-20,male,"""אסירים ביטחוניים, אם אנחנו לא נכנסים לבקר אותם ולבדוק איך מתייחסים אליהם ובאיזה תנאים הם נכלאים, אף אחד לא יכול להיכנס"""
381,05/08/2018,עבד אל חכים חאג' יחיא,על דיור ציבורי לערבים,הרשימה המשותפת,ערוץ 10,TRUE,"עבודה, רווחה ובריאות",דיור ציבורי,https://www.thewhistle.co.il/feed/rVxwgd2xmA,הכנסת ה-20,male,"""למרות שאנחנו יותר מ-50% מתחת לקו העוני, [יש] אפס דירות ציבוריות ביישובים הערביים"""
382,04/12/2017,עודד פורר,על חוק המרכולים,ישראל ביתנו,גל״צ,untrue,דת ומדינה,השבת,https://www.thewhistle.co.il/feed/Z8yXDepy42,הכנסת ה-20,male,"""אין לנו [לישראל ביתנו] בקואליציה זכות וטו על החוק הזה. זכות וטו בקואליציה ניתנת רק על חוקי יסוד"""
383,10/04/2019,עודד פורר,על מחויבות הליכוד להפלת החמאס:,ישראל ביתנו,"גל""צ",mostly untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/RVxBj6axZk,מע׳ בחירות,male,"""אני אפנה אותך כמעט לכל ההסכמים הקואליציוניים שכתב הליכוד: מאז 2009 ברובם ככולם מופיע סעיף מיגור שלטון החמאס"""
384,29/04/2019,עודד פורר,על תרומת ישראל ביתנו לקצבאות העולים הקשישים:,ישראל ביתנו,רשת,half true,"עבודה, רווחה ובריאות",קצבאות זיקנה,https://www.thewhistle.co.il/feed/qX0nz5Z0N9,הכנסת ה-21,male,"""השווינו את קצבאות הזקנה שניתנו לעולים החדשים לקצבאות הזקנה שניתנו לכלל אזרחי ישראל"""
385,30/05/2019,עודד פורר,על מעורבות החרדים באישור הסכמי אוסלו:,ישראל ביתנו,כאן ב',mostly untrue,"כנסת, ממשלה ומנהל ציבורי",הסכמי אוסלו,https://www.thewhistle.co.il/feed/RVxBj5axZk,הכנסת ה-21,male,"""הסיעות החרדיות הן לא סיעות ימין. אם אני מסתכל למשל על הסכמי אוסלו, הם עברו בזכות הסיעות החרדיות, בזכות סיעת ש""ס"""
386,10/07/2019,עידית סילמן,על הפיקוח על מעונות היום:,הבית היהודי,פייסבוק,half true,"חינוך, תרבות וספורט",מעונות יום,https://www.thewhistle.co.il/feed/rVxwAb1WmA,מע׳ בחירות,female,"""יש בישראל כחצי מיליון ילדים בגילאי לידה עד שלוש. 120 אלף במסגרות שמפוקחות על ידי משרד העבודה והרווחה, אבל 380 אלף  במסגרות שאינן מפוקחות על ידי א-ף א-ח-ד!"""
387,04/01/2018,עמיר פרץ,על עונש מוות למחבלים,עבודה,גל״צ,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/a5xQzLr0qA,הכנסת ה-20,male,"""השינוי היחיד שהחקיקה עושה הוא שבמקום שגזר דין מוות יתקבל ברוב מוחלט של שלושה שופטים, הוא יוכל להתקבל ברוב של שני שופטים בלבד"""
388,07/06/2019,עמיר פרץ,על יכולתו למשוך מצביעי ליכוד:,עבודה,קשת,mostly true,"כנסת, ממשלה ומנהל ציבורי",הבחירות לכנסת,https://www.thewhistle.co.il/feed/QOxe2qY0GE,הכנסת ה-21,male,"""כשהתמודדתי מול ביבי כיו""ר מפלגה, ניצחתי אותו בכל ערי הפיתוח בארץ, כולל בשדרות שקיבלנו 25%, כולל בקרית שמונה שהיא סמל של הליכוד"""
389,11/04/2018,ענת ברקו,על סיוע ישראלי לסורים,ליכוד,רדיו דרום - אשדוד,untrue,חוץ ובטחון,המלחמה בסוריה,https://www.thewhistle.co.il/feed/6a0JDXoyLN,הכנסת ה-20,female,"״המדינה היחידה שמושיטה עזרה לסורים היא ישראל, שמקבלת כבר שנים פצועים מסוריה, ומסייעת גם בסיוע הומניטארי, לפחות בגבול שלנו״ "
390,02/08/2018,ענת ברקו,על מעמד השפה הערבית,ליכוד,ערוץ 10,mostly untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/O4Wk2A40jb,הכנסת ה-20,female,"""השפה הערבית לא היתה מעולם שפה רשמית במדינת ישראל [...] גם היום כשמישהו מתדיין בבית משפט הוא לא יכול להגיש את כל החומרים שלו בערבית, גם לא בבג""ץ"""
391,23/04/2019,עפר שלח,על פתיחת השגרירות האמריקאית בירושלים:,כחול לבן,"גל""צ",mostly untrue,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/dJxVqRMy2D,מע׳ בחירות,male,"""בפתיחת השגרירות האמריקאית בירושלים הוזמנו רק רפובליקאים, לא על ידי ישראל חס וחלילה, אבל הוזמנו רק רפובליקאים"""
392,08/02/2019,צבי האוזר,על היקף הבנייה ביהודה ושומרון,חוסן לישראל,ידיעות אחרונות,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/VnWb2wQWve,מע׳ בחירות,male,"״קח לדוגמא את 2018, שנת טרמאפ והאביב המדיני: היקף הבנייה ביהודה ושומרון הוא הנמוך ביותר בדור האחרון. הממשלה מקפיאה בפועל את הבנייה״. "
393,28/03/2019,צבי האוזר,על ההתיישבות בגולן:,כחול לבן,רשת,mostly true,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/M8W1O4exge,מע׳ בחירות,male,"""ממשלות ישראל, מאז החלת החוק [הישראלי], לא בונות ברמת הגולן. ברמת הגולן יש פחות מ-25 אלף מתיישבים, זה קצב אכלוס של שני בניינים בגבעת שמואל בשנה..."""
394,31/10/2017,צחי הנגבי,על סמכות המשטרה,ליכוד,כאן ב׳,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/8d0G7nr0Jn,הכנסת ה-20,male,"""זה לא תפקידם. זה מעולם לא היה תפקידם [של המשטרה], כי עכשיו אני שומע שהם אף פעם לא ממליצים. הם רק כותבים האם הושגה תשתית ראייתית לעבירות. אבל השגת התשתית הראייתית לעבירות זו לא המלאכה של חוקרים, זו המלאכה של המשפטנים"""
395,14/12/2017,צחי הנגבי,על פריימריז פתוחים,ליכוד,גל״צ,mostly true,"כנסת, ממשלה ומנהל ציבורי",בחירות לכנסת,https://www.thewhistle.co.il/feed/M8W1OX1xge,הכנסת ה-20,male,"""בלמעלה ממאה מדינות שמקיימות תהליכי בחירות פנימיות כמו פריימריז, אין אפילו מקום אחד שבו הקמפיין הפנימי של המועמדים בתוך מפלגה ממומן על ידי הציבור"""
396,26/12/2017,צחי הנגבי,על תוקף חוק ההמלצות על תיק הצוללות,ליכוד,כאן ב׳,TRUE,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/owxvgk90V6,הכנסת ה-20,male,"""[החקירה בתיק הצוללות] נפתחה לפני זמן רב. היא נמצאת בעיצומה, מאות אנשים העידו בה. כך שחוק ההמלצות לא חל עליה"""
397,16/01/2018,צחי הנגבי,על שגרירות ארה״ב בישראל,ליכוד,גל״צ,mostly untrue,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/GPxPq850a6,הכנסת ה-20,male,"""ההחלטה האמריקאית [להכיר בירושלים כבירת ישראל] מתקנת עוול היסטורי אנכרוניסטי, הייתי אומר - מטופש, שהחליטה עליו ארה""ב ב-1948 - שתל-אביב היא בירת ישראל ולא ירושלים"""
398,25/02/2018,צחי הנגבי,על הודעת הממשל בדבר העברת השגרירות לירושלים,ליכוד,רדיו דרום,untrue,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/N1xgVrOyeO,הכנסת ה-20,male,"""השגרירות שלהם, בשונה מכל השגרירויות בכל העולם מאז ומעולם, ב-1948, לא מוקמה בירושלים. כל העולם הקים שגרירויות בירושלים, לפני שהוא ברח מירושלים"""
399,21/05/2019,צחי הנגבי,על הביקורת על רוחבה של הממשלה:,ליכוד,"גל""צ",mostly true,"כנסת, ממשלה ומנהל ציבורי",הרכב ממשלות,https://www.thewhistle.co.il/feed/Z909O8XyqO,הכנסת ה-21,male,"""תל אביב היא צומת שעוברים בה 3 מיליון איש, 2 מיליון, 2.5 מיליון איש [...] 4% מתושבי מדינת ישראל גרים בתל אביב אבל היא אחראית על 25% מהתמ""ג"""
400,07/08/2017,ציפי חוטובלי,"על תיק 2,000",ליכוד,פייסבוק,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/QrxOMOVW9B,הכנסת ה-20,female,"""יש לי תחושה שכמה פוליטיקאים יעמדו בתור כדי לתאר את היחסים שלהם עם נוני מוזס. בתיק 2000, שוב, אין חשדות לפלילים"""
401,24/08/2017,ציפי חוטובלי,על נאום בר אילן,ליכוד,כאן ב׳,half true,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/Z8yXDb8y42,הכנסת ה-20,female,"""צה""ל בין הים לירדן, ירושלים תישאר מאוחדת, אף התנחלות לא תפונה. אלו העקרונות של נאום בר אילן שממשיכים ללוות אותנו"" "
402,03/12/2017,ציפי חוטובלי,על הריסת נתיב האבות,ליכוד,פייסבוק,untrue,חוק ומשפט,"בג""ץ",https://www.thewhistle.co.il/feed/OZWqmBaWjw,הכנסת ה-20,female,"""בג""ץ החליט, באופן שהוא בעיני בלתי מוסרי, להרוס ולהחריב חלק מהבתים במקום [שכונת נתיב האבות] למרות שלא היה שום תובע פלסטיני שטען בעלות על הקרקע"""
403,24/12/2017,ציפי חוטובלי,על פרישת ישראל מאונסק״ו,ליכוד,ערוץ 20,untrue,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/DKWRRJaWbj,הכנסת ה-20,female,"״מאחר והתקיימה [באונסק""ו] הטיה כל כך קשה נגד ישראל בשורה של החלטות, החל ממערת המכפלה כאתר מורשת פלסטיני, דרך הכותל המערבי כאתר מורשת פלסטיני, החליט ראש הממשלה [...] להגיש מכתב פרישה עד סוף השנה האזרחית״"
404,24/02/2018,ציפי חוטובלי,על משקלה של עדות עד מדינה,ליכוד,רשת,half true,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/GPxPqB50a6,הכנסת ה-20,female,"""עד מדינה הוא עד חלש יותר מעד רגיל, הוא לא עד חזק יותר. עד מדינה הוא עד שהוא אינטרסנט במהותו, ולכן צריך להביא ראיות חזקות יותר"""
405,26/04/2018,ציפי חוטובלי,על השגרירות הצ׳כית,ליכוד,כאן ב׳,mostly untrue,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/YMWp5KdyKk,הכנסת ה-20,female,"""יש לו סמכות [לנשיא]. אין כרגע ממשלה מכהנת בצ'כיה [...] אני ניהלתי את השיחות מול משרד החוץ ומול הנשיא, הנשיא מגובה גם על ידי הפרלמנט הצ'כי שקיבל את ההחלטה הזאת לפני שנה"""
406,21/11/2018,ציפי חוטובלי,על הפיצול בתנועת הליכוד בעקבות תוכנית ההתנתקות,ליכוד,פייסבוק,mostly untrue,חוץ ובטחון,מו״מ מדיני,https://www.thewhistle.co.il/feed/YXylJrL0w2,הכנסת ה-20,female,"""כל אותם אנשים שתמכו במעשה העקירה הלכו לקדימה, האנשים שהתנגדו למעשה העקירה נשארו כאן"""
407,11/07/2019,ציפי חוטובלי,על הדמוקרטיה הפנימית בליכודף,ליכוד,קשת,untrue,"כנסת, ממשלה ומנהל ציבורי",פריימריז,https://www.thewhistle.co.il/feed/Z909KBJyqO,מע׳ בחירות,female,"""אנחנו המפלגה היחידה שנותרה דמוקרטית במפה הפוליטית בישראל"""
408,30/08/2017,ציפי לבני,על מדיניות הבית היהודי,התנועה,כאן ב׳,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/47yD8gAyGP,הכנסת ה-20,female,"""אם ציונות זה לשמור על רוב יהודי, והבית היהודי רוצה סיפוח של כל השטחים כולל מיליונים של פלסטינים, המסקנה היא שהבית היהודי איננו ציוני כי הוא לא רוצה לשמור על רוב יהודי"""
409,30/10/2017,ציפי לבני,על דבריו של ליברמן,התנועה,טוויטר,TRUE,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/QXx46opW78,הכנסת ה-20,female,"""רק חבל שביום רביעי האחרון, כשהנחתי הצעת חוק שמאמצת את מגילת העצמאות - ׳ישראל ביתנו׳ הצביעה נגד, בהנחייתו של ליברמן"". "
410,24/05/2018,קארין אלהרר,על הצעת חוק להגבלת הפרקליטות,יש עתיד,רדיו ירושלים,half true,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/nJy3YX50PO,הכנסת ה-20,female,"""הפרקליטות כמעט ולא מערערת"""
411,23/05/2018,קסניה סבטלובה,על ישראלים שאינם יכולים להינשא בישראל,התנועה,רשת,TRUE,דת ומדינה,הרבנות הראשית,https://www.thewhistle.co.il/feed/Z8yXDmVy42,הכנסת ה-20,female,"""מאות אלפי ישראלים, לפחות כ-400,000 ישראלים וישראליות, לא יכולים להתחתן בישראל כלל, בגלל המגבלות של הרבנות, ובגלל שהם לא נחשבים ליהודים על פי ההלכה"""
412,14/03/2018,רוברט אילטוב,על פרישתה של אורלי לוי-אבקסיס מישראל ביתנו,ישראל ביתנו,גל״צ,untrue,"כנסת, ממשלה ומנהל ציבורי",אורלי לוי-אבקסיס,https://www.thewhistle.co.il/feed/O10Y9JJ0wq,הכנסת ה-20,male,"""[אורלי לוי-אבקסיס] יושבת על מנדט של סיעת ישראל ביתנו. על פי החוק היא הייתה צריכה להחזיר אותו"""
413,20/04/2018,רויטל סוויד,על המודל הבריטי,עבודה,ערוץ 10,TRUE,חוק ומשפט,"בג""ץ",https://www.thewhistle.co.il/feed/LK0ZaPAxPk,הכנסת ה-20,female,"""שם יש שני בתי פרלמנט, שם יש ועדה לזכויות אדם שכל הצעת חוק חייבת לעבור דרכה, ויש שם את בית הדין הבינלאומי האירופאי בשטרסבורג"""
414,04/10/2018,רון חולדאי,על סמכויות עיריית תל-אביב בנושא תחבורה ציבורית,,גל״צ,TRUE,תחבורה,תחבורה ציבורית,https://www.thewhistle.co.il/feed/8d0G7kK0Jn,הכנסת ה-20,male,"""תחבורה ציבורית במדינת ישראל [...] היא אך ורק בסמכותו של משרד התחבורה"""
415,22/10/2018,רון חולדאי,על סמכויות האכיפה בתחום האופניים החשמליים,,וואלה!,mostly untrue,תחבורה,תחבורה,https://www.thewhistle.co.il/feed/GPxPqm70a6,הכנסת ה-20,male,"""אמרתי לשר התחבורה, שים לב מה קורה פה, מגיעים כלים שמתחזים לאופניים, אבל הם אופנועים. תחוקק, תיצור רגולציה, תן לנו סמכויות אכיפה. אין לי סמכויות אכיפה על האופניים החשמליים"""
416,02/11/2017,רועי פולקמן,על הורדת מס רכישה על טלפונים ניידים,כולנו,גל״צ,untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/kDy83omWwa,הכנסת ה-20,male,"""היום טלפון סלולרי בישראל הוא מהזולים בעולם"""
417,07/11/2017,רועי פולקמן,על משבר קק״ל,כולנו,כאן ב׳,mostly untrue,כלכלה,"קק""ל",https://www.thewhistle.co.il/feed/Z909OoXyqO,הכנסת ה-20,male,"""דובר כרגע בהסכם הזמני הזה על מיליארד ל-2018 ומיליארד ל-2019, זה מה שסוכם בוועדת הכספים האחרונה כפשרה, והם [קק""ל] חזרו בהם מזה"""
418,20/04/2018,רועי פולקמן,על צמצום המשקיעים בשוק הדיור,כולנו,רדיו חיפה,TRUE,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/Jm0AKvayaM,הכנסת ה-20,male,"""כשכולנו נכנסה לכנסת, בערך 30% משוק הדיור בישראל היו משקיעים. היום זה בערך 17%"""
419,27/08/2018,רועי פולקמן,על שיעור האבטלה במשק,כולנו,רשת,misleading,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/kDy83w5Wwa,הכנסת ה-20,male,"""אנחנו באבטלה שלא הייתה נמוכה כמוה משנות ה-70. בסוף הקדנציה של שר האוצר הקודם האבטלה עמדה על כמעט שישה אחוזים, 5.9"""
420,27/08/2018,רועי פולקמן,על השינוי במחיר דג האמנון הקפוא במהלך כהונתו של כחלון,כולנו,רשת,mostly true,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/7nya1mPy9A,הכנסת ה-20,male,"""האמנון הקפוא עלה כמעט 40 שקל לקילו, היום אנחנו ב-33-32"""
421,18/11/2018,רועי פולקמן,על הגירעון התקציבי בשלוש הממשלות האחרונות,כולנו,גל״צ,half true,כלכלה,תקציב המדינה,https://www.thewhistle.co.il/feed/Jm0AKnByaM,הכנסת ה-20,male,"""[הגירעון] בתקופת לפיד היה למעלה מ-4, בתקופת שטייניץ זה היה 3.5 ויותר"""
422,10/03/2019,רועי פולקמן,על אופן מדידת הגירעון,כולנו,גל״צ,mostly untrue,כלכלה,תקציב המדינה,https://www.thewhistle.co.il/feed/QXx46DlW78,מע׳ בחירות,male,"""מעולם לא מדדו גירעון חודשי, אלא תמיד שנתי"""
423,16/04/2018,רחל עזריה,על זכויות להט״בים,כולנו,גל״צ,mostly true,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/nJy3YlM0PO,הכנסת ה-20,female,"""כמעט כל הזכויות של הקהילה הזאת התקבלו בבית המשפט העליון"""
424,19/02/2019,רם בן ברק,על עמדת יש עתיד לפתרון הסכסוך עם הפלסטינים,יש עתיד,103FM,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/a5xQz4l0qA,מע׳ בחירות,male,"""אנחנו תומכים בלהגיע להיפרדות מהפלסטינים, רצוי בהסכם ואם לא בהסכם אז באופן חד צדדי"""
425,03/06/2019,רפי פרץ,על תיק החינוך:,הבית היהודי,גל״צ,untrue,"חינוך, תרבות וספורט",משרד החינוך,https://www.thewhistle.co.il/feed/a5xQzKe0qA,הכנסת ה-21,male,"""זה תיק שהיה לציונות הדתית תמיד"""
426,23/08/2017,שולי מועלם-רפאלי,על האיסור על עליית ח״כים יהודים להר הבית,הבית היהודי,וואלה!,TRUE,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/kDy83DzWwa,הכנסת ה-20,female,״הצער הזה שבו היחידים שלא יכולים לעלות להר הבית הם חברי כנסת יהודים חייב להיפסק״.
427,29/07/2018,שולי מועלם-רפאלי,על חוק הלאום,הבית היהודי,רדיו דרום,mostly untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/OZWqmvmWjw,הכנסת ה-20,female,"מראיין: ""מדוע שלא תופיע שם גם המילה 'שוויון'""?מועלם-רפאלי: ""כיוון שהמילה שוויון מופיעה כבר בשני חוקי יסוד שחוקקו פה ב-1992"""
428,07/11/2017,שי באב״ד,על משבר קק״ל,,גל״צ,untrue,כלכלה,"קק""ל",https://www.thewhistle.co.il/feed/3wW6KvGyD2,הכנסת ה-20,male,"""קק""ל היא חברה פרטית, היחידה בארץ שלא משלמת מיסים"""
429,11/01/2018,שי באב״ד,על יחס חוב-תוצר,,כאן ב׳,untrue,כלכלה,תקציב המדינה,https://www.thewhistle.co.il/feed/Xr0mz86Wpv,הכנסת ה-20,male,"""הדבר הזה הוביל להפחתה של יחס חוב-תוצר בסדרי גודל של 4.5%-4% בשלוש השנים האחרונות, משהו חסר תקדים"""
430,27/05/2018,שי באב״ד,על מחיר למשתכן ומדד הלמ״ס,,כאן ב׳,untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/AqW78NbyaJ,הכנסת ה-20,male,"""מחיר למשתכן לא השפיע על המדד. הוא גם לא משוקלל בתוך המדד. כל ירידות המחירים הן ירידות מחירים ללא מחיר למשתכן"""
431,02/09/2018,שי באב״ד,על השביתה במעונות היום,,כאן ב׳,untrue,"עבודה, רווחה ובריאות",מעונות יום,https://www.thewhistle.co.il/feed/OZWqm46Wjw,הכנסת ה-20,male,"״זה רק 20% מהארגונים היום ששובתים. רוב הארגונים שקיימים באותם תנאים [...] לא עשו את אותה סיטואציה""."
432,16/01/2019,שי באב״ד,על שקלול 'מחיר למשתכן' במדד מחירי הדירות:,,אולפן ynet,untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/LK0Za5MxPk,מע׳ בחירות,male,"""המדד של הלמ""ס לא משקלל את המחירים של מחיר למשתכן"""
433,13/02/2018,שלי יחימוביץ׳,על התפטרות אהוד אולמרט,עבודה,רשת,TRUE,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/Jm0AKeZyaM,הכנסת ה-20,female,"״היה אולמרט, שלא היה אדם שידוע בניקיון כפיו, שגם קם והלך בשלב הזה, בשלב עוד יותר מוקדם מהשלב בו נמצא ראש הממשלה״"
434,04/09/2018,שלי יחימוביץ׳,על מס ירושה,עבודה,103FM,mostly untrue,כלכלה,מסים,https://www.thewhistle.co.il/feed/a5xQzG50qA,הכנסת ה-20,female,"""ישראל היא אחת המדינות הבודדות בעולם שאין בה מס ירושה"""
435,14/05/2019,שלי יחימוביץ׳,על הונו של רה״מ נתניהו:,עבודה,רשת,mostly untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/GPxPq320a6,הכנסת ה-21,female,"""נתניהו אינו אדם עני. הוא אחד האנשים האמידים בישראל לפי פורבס"""
436,19/05/2019,שלי יחימוביץ׳,על התיקון לחוק החסינות ב-2005,עבודה,"גל""צ",mostly untrue,"כנסת, ממשלה ומנהל ציבורי",הרכב ועדות הכנסת,https://www.thewhistle.co.il/feed/kDy83rmWwa,הכנסת ה-21,female,"""כמה מהנשיאים שהיו בצרפת בתקופות האחרונות, כולם כמעט, היו תחת סכנה של חקירה בזמן הכהונה שהוקפאה ונמשכה אחר כך, והיו כאלה שזה הניב גם תוצאות"""
437,23/10/2017,שלמה נאמן,על נתיב האבות,,גל״צ,mostly untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/ORxK9bJWjK,הכנסת ה-20,male,"""לא מדובר בהריסת בתים שנבנו על אדמה פרטית [...] אף אחד לא הוכיח את הבעלות על האדמה הזו. פשוט במסגרת ההוכחה וההכרזה של האדמה הזו כאדמת מדינה, נשארו קטעים [...] שלא ניתן להוכיח עליהם שהם אדמת מדינה, וזה עדיין נמצא בבירור. זה כל הסיפור. אין אף אדם שמגיע ואומר זו אדמה שלי"""
438,01/02/2018,שמואל אליהו,על התנגדותו לשירות נשים בתפקידי לחימה,,רדיו ירושלים,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/3wW6K6RyD2,הכנסת ה-20,male,"""מעולם צה""ל לא שלח חיילות לשדה הקרב"""
439,07/02/2018,שמואל אליהו,על אמירותיו בנוגע לאיסור השכרת דירות לערבים,,כאן ב׳,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/nJy3Ydq0PO,הכנסת ה-20,male,"""הדבר זה נידון בביהמ""ש העליון, והוא פסק שהדבר הזה מותר לנו לומר"""
440,25/04/2018,תמר זנדברג,על שיקום שכונות,מרצ,גל״צ,untrue,"עבודה, רווחה ובריאות",שיקום שכונות,https://www.thewhistle.co.il/feed/2GWMpPa0nv,הכנסת ה-20,female,"""את פרויקט שיקום השכונות [...] ביטלה לא ממשלת שמאל, אלא ממשלת נתניהו"""
