,date,speaker,title,party,media,score,field,subject,link,knesset,gender,main-quote
114,05/11/2018,בנימין נתניהו,על תוצאות רשימות 'מחל' בבחירות למועצות המקומיות,ליכוד,נאום,mostly untrue,"כנסת, ממשלה ומנהל ציבורי",הבחירות המקומיות,https://www.thewhistle.co.il/feed/Gkxzvq5xo5,הכנסת ה-20,male,"""הליכוד הגדיל את כוחו ברשימות המקומיות בכ-30%. זה הישג גדול מאוד. רשימות מחל."""
115,03/01/2019,בנימין נתניהו,על עריכת שימוע לנבחרי ציבור בתקופת בחירות:,ליכוד,פייסבוק,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/QrxOMgVW9B,מע׳ בחירות,male,"""אף פעם לא פתחו בשימוע לפני הבחירות אם לא יכלו לסיים אותו עד הבחירות"""
116,23/03/2019,בנימין נתניהו,על מימון הוצאותיו המשפטיות:,ליכוד,קשת,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/36xj8kOWRd,מע׳ בחירות,male,"""כל איש ציבור בישראל קיבל את האפשרות לבקש תמיכה ועזרה מול מאמץ כביר שמשקיעים נגדי"""
117,23/03/2019,בנימין נתניהו,על המניות שהחזיק בעת שכיהן כחבר כנסת:,ליכוד,קשת,untrue,"עבודה, רווחה ובריאות",ביטוח לאומי,https://www.thewhistle.co.il/feed/Z8yXDvay42,מע׳ בחירות,male,"""כשאני מחזיק [מניות] כח""כ, זה משול להחזקה כאזרח פרטי"""
118,04/04/2019,בנימין נתניהו,על חלקו בהקמת כביש 6:,ליכוד,כאן ב',mostly untrue,כלכלה,תקציב הבריאות,https://www.thewhistle.co.il/feed/47yD85zyGP,מע׳ בחירות,male,"""לפני כמה שנים לא היה פה כלום - לא היו כבישים, לא היו מחלפים. כביש 6 היום 180 ק""מ, אתה נוסע צפון, דרום - איפה היה דבר כזה?"""
119,09/05/2019,בנימין נתניהו,על המנהג למחוא כפיים בנחיתה:,ליכוד,נאום,untrue,תחבורה,תעופה,https://www.thewhistle.co.il/feed/aVyNXVG0K8,הכנסת ה-21,male,"""בכל פעם שהמטוס נוחת בנתב""ג, פתאום כולם מוחאים כפיים. אין דבר כזה בעולם. חפשו מדינה שהמטוס נוחת אצלה והם מוחאים כפיים, אין דבר כזה"""
120,17/06/2019,בנימין נתניהו,על הגירעון התקציבי הגבוה:,ליכוד,נאום,TRUE,כלכלה,גירעון,https://www.thewhistle.co.il/feed/Gkxzv34xo5,הכנסת ה-21,male,"""התמודדנו עם גירעונות גדולים יותר, גם עם זה נתמודד"""
121,17/08/2017,בצלאל סמוטריץ׳,על חוק ההסדרה,הבית היהודי,פייסבוק,mostly untrue,חוק ומשפט,"בג""ץ",https://www.thewhistle.co.il/feed/owxvg460V6,הכנסת ה-20,male,"""הבוקר שופט יחיד של בית המשפט מחליט להקפיא חוק אחר של הכנסת, בהחלטה לא מנומקת [...] ללא הרכב וללא שום דיון. ולא סתם החלטה אלא החלטה להקפיא חוק של הכנסת לזמן לא ידוע"""
122,06/09/2017,בצלאל סמוטריץ׳,על ימי שבתון באירופה,הבית היהודי,גל״צ,untrue,דת ומדינה,השבת,https://www.thewhistle.co.il/feed/jKx28aKWZq,הכנסת ה-20,male,"""ברוב מדינות אירופה ביום השבתון יש שבתון מוחלט, לרבות תחבורה ציבורית, בוודאי ובוודאי מסחר ואפילו בילוי. תלכו באירופה, בצרפת, תלכו בגרמניה. ביום השבתון אין כלום. ציפורים מצייצות ברחובות וזהו"""
123,06/09/2017,בצלאל סמוטריץ׳,על עידוד הגירה פלסטינית,הבית היהודי,גלי ישראל,half true,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/O4Wk2qD0jb,הכנסת ה-20,male,"""הסקרים שנערכים ברשות הפלסטינית, מדברים על 50% מתושבי עזה שמאוד רוצים להגר, על עשרות רבות מאוד של אחוזים מקרב צעירי יהודה ושומרון שרוצים לחפש עתיד במדינות אחרות בעולם"""
124,07/11/2017,בצלאל סמוטריץ׳,"על ההסכם בין קק""ל למדינה",הבית היהודי,כאן ב׳,mostly true,כלכלה,"קק""ל",https://www.thewhistle.co.il/feed/NR0d2gVyBV,הכנסת ה-20,male,"״בתקציב הקודם ממשלת ישראל חתמה על הסכם עם קק״ל, במסגרתו קק״ל העבירה למדינה 2.2 מיליארד שקלים, והמדינה התחייבה, אגב התחייבות זו מעוגנת בהחלטת ממשלה [...] לא לבקש מקק״ל תקציב נוסף עד שנת 2021. במסגרת אותו הסכם הממשלה גם התחייבה לא לקדם את החוק הזה"""
125,22/11/2017,בצלאל סמוטריץ׳,על דו״ח המבקר בעניין רגבים ואופק 2,הבית היהודי,גלי ישראל,mostly untrue,"כנסת, ממשלה ומנהל ציבורי",מבקר המדינה,https://www.thewhistle.co.il/feed/rVxwgn1xmA,הכנסת ה-20,male,"""הביקורת מתייחסת לתקופה שאני כבר כיהנתי בכנסת. לא הייתי מעורב, לא ברגבים ולא באופק"""
126,22/11/2017,בצלאל סמוטריץ׳,על דו״ח המבקר בעניין רגבים ואופק,הבית היהודי,גלי ישראל,mostly untrue,"כנסת, ממשלה ומנהל ציבורי",מבקר המדינה,https://www.thewhistle.co.il/feed/7nya1Loy9A,הכנסת ה-20,male,"""המבקר קובע מפורשות שהתמיכה הייתה חוקית, אושרה על ידי בית המשפט, אושרה באופן קונקרטי על ידי יועצים משפטיים גם של המועצה גם של משרד הפנים וגם של משרד המשפטים"""
127,25/12/2017,בצלאל סמוטריץ׳,על הליך מינוי מאבטח לשכת המבקר,הבית היהודי,רדיו ירושלים,untrue,"כנסת, ממשלה ומנהל ציבורי",מבקר המדינה,https://www.thewhistle.co.il/feed/47yD8LMyGP,הכנסת ה-20,male,"""שאלתי את המבקר [...] למה כל משרדי הממשלה צריכים למנות קב״ט במכרז פומבי מסודר, ואתה מבקש פטור ממכרז? [...] לא היו בפיו הסברים מניחים את הדעת, ולכן חבריי בוועדה קיבלו את דעתי ואנחנו סירבנו לאשר את הבקשה ושלחנו את המבקר לבצע מכרז"""
128,09/04/2018,בצלאל סמוטריץ׳,על פסקת ההתגברות,הבית היהודי,ערוץ 20,TRUE,חוק ומשפט,"בג""ץ",https://www.thewhistle.co.il/feed/jKx28pLWZq,הכנסת ה-20,male,"""התהליך הזה [של חקיקת פסקת ההתגברות] הוא פשוט, הוא ברור, הוא קיים בחופש העיסוק"""
129,29/05/2018,בצלאל סמוטריץ׳,"על עמדת הציבור האמריקאי לנישואי להט""ב",הבית היהודי,ערוץ הכנסת,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/DKWRRa7Wbj,הכנסת ה-20,male,"""חצי מאזרחי ארה""ב הם שמרנים רפובליקאים שמתנגדים לנישואים חד-מיניים"""
130,01/07/2018,בצלאל סמוטריץ׳,על מתווה הכותל ורפורמים,הבית היהודי,רדיו קול-חי,untrue,דת ומדינה,רפורמים וקונסרביטיבים,https://www.thewhistle.co.il/feed/7nya1Aey9A,הכנסת ה-20,male,"""הרוב הגדול של יהודי ארה""ב כבר לא מזדהים כשייכים לשום זרם [...] רחבת התפילה המעורבת בכותל ריקה, הם לא באים להתפלל בה. אין היום בישראל 3,000 רפורמים, זה קומץ של פרובוקטורים"""
131,14/08/2018,בצלאל סמוטריץ׳,על השליטה הישראלית בעזה,הבית היהודי,גל״צ,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/6a0JD5lyLN,הכנסת ה-20,male,"""קודם כל לא היה ממשל צבאי [ברצועת עזה], אני רוצה לחזור למה שהיה בראשית שנות התשעים, לפני האיוולת הגדולה של הסכמי אוסלו"""
132,21/11/2018,בצלאל סמוטריץ׳,"על העברת נכסים לידי עמותת אלע""ד ותושבים יהודים בעיר דוד",הבית היהודי,פייסבוק,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/RVxBj4gxZk,הכנסת ה-20,male,"""בעיר דוד כל הבתים, ללא יוצא מן הכלל, נרכשו בכסף מלא, כדת וכדין"""
133,05/12/2018,בצלאל סמוטריץ׳,על היצע המלונות בישראל,הבית היהודי,ערוץ הכנסת,untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/47yD8GByGP,הכנסת ה-20,male," ""הביקוש במלונות בארץ עולה על ההיצע, מכיוון שעשרים שנה כבר לא בנו אף מלון אחד בארץ"""
134,28/02/2019,בצלאל סמוטריץ׳,על העבירות המיוחסות לבנימין נתניהו,הבית היהודי,גל״צ,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/6a0JDo8yLN,מע׳ בחירות,male,"""איך שזה נראה כרגע, מדובר בעבירות שהן בתחתית המדרג הפלילי במדינת ישראל"""
135,18/03/2019,בצלאל סמוטריץ׳,על גודל האוכלוסייה הפלסטינית ביהודה ושומרון:,הבית היהודי,אולפן ynet,mostly untrue,סביבה,גז טבעי,https://www.thewhistle.co.il/feed/VnWb2bQWve,מע׳ בחירות,male,"""יש בערך 1.8 מיליון ערבים שחיים ביהודה ושומרון"""
136,14/04/2019,בצלאל סמוטריץ׳,על האיסור לקיים אירועים שמדירים נשים:,הבית היהודי,טוויטר,mostly untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/Xr0mzavWpv,מע׳ בחירות,male,"""אין שום הנחיית יועמ""ש כזו. ואם יש אז היא בלתי חוקית. החוק מאפשר באופן מפורש קיום אירוע כזה לציבור הדתי"""
137,21/04/2019,בצלאל סמוטריץ׳,על אמון הציבור במערכת המשפט:,הבית היהודי,קשת,mostly untrue,חוק ומשפט,אמון הציבור במערכת המשפט,https://www.thewhistle.co.il/feed/QOxe2XY0GE,מע׳ בחירות,male,"""במדד של אוניברסיטת חיפה ובסקר של המכון הישראלי לדמוקרטיה אפשר לראות שב-15-10 שנים האחרונות ישנה שחיקה מתמדת - אמון הציבור יורד גם בבית המשפט, גם בפרקליטות המדינה, במוסד הייעוץ המשפטי לממשלה"""
138,03/06/2019,בצלאל סמוטריץ׳,על השימוש בעונש מוות במדינות המערב:,הבית היהודי,כאן ב׳,mostly untrue,דת ומדינה,משפט התורה,https://www.thewhistle.co.il/feed/3wW6KPGyD2,הכנסת ה-21,male,"""חז""ל אמרו שסנהדרין שהייתה מוציאה להורג פעם בשבעים שנה הייתה נחשבת סנהדרין קטלנית. הרבה פחות ממה שמוציאים להורג במדינות מערב מתוקנות"""
139,02/08/2017,ג׳ולס טרמפ,על מיכל האמוניה בחיפה,,גל״צ,mostly true,סביבה,מיכל האמוניה,https://www.thewhistle.co.il/feed/3wW6KnpyD2,הכנסת ה-20,male,"""הצענו 12 דרכים להבאת אמוניה למדינה, ועד כה אין לנו תשובה לאף אחת מהן""; ""במשך ארבעה חודשים וחצי שילמנו לעובדים ללא כל תפוקה, מבלי שקרה דבר במפעל, מבלי שנכנס כסף לעסק"" "
140,08/04/2018,גדעון סער,על החזרת אריתראים לארצם,ליכוד,רדיו קול-חי,mostly untrue,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/QrxOMdQW9B,הכנסת ה-20,male,"""גוף המחקר של האיחוד האירופי, ואחריו ביה""ד האירופי לזכויות אדם, קבעו שהמציאות השתנתה. היום הם צפויים למס של 2% מהכנסתם מחוץ לאריתריאה, אבל לא למשל לעונשי מאסר כבדים. בנסיבות האלה צריך לבחון מחדש את מדיניותינו כלפי הגירוש לאריתריאה"""
141,17/04/2018,גדעון סער,על פסקת ההתגברות,ליכוד,רדיו חיפה,mostly untrue,חוק ומשפט,"בג""ץ",https://www.thewhistle.co.il/feed/QOxe2eJ0GE,הכנסת ה-20,male,"""צריך להגיע לאיזון בין הרשויות. לפי דעתי האיזון הזה צריך לכלול פסקת התגברות כפי שקיים בהרבה מאוד דמוקרטיות מערביות, כמו קנדה למשל"""
142,15/02/2018,גילה גמליאל,על פרשת עטי היוקרה של אהוד אולמרט,ליכוד,ערוץ 10,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/YMWp5lmyKk,הכנסת ה-20,female,"""היועץ המשפטי לממשלה מני מזוז קבע דאז שעל עבירות מהסוג של קבלת מתנות בשווי של מעל מיליון ו-600 אלף שקלים, לא מעמידים לדין ראש ממשלה על מתנות"""
143,20/07/2018,גילה גמליאל,על לימודי עברית בחברה הערבית,ליכוד,רדיו ת״א,mostly untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/Z8yXDdYy42,הכנסת ה-20,female,"""אתה תלך תטייל בג'סר א-זרקא, תראה ילדים שלא יודעים עברית, הם לא צריכים ללמוד עברית, בגלל שיש שתי שפות רשמיות במדינת ישראל"""
144,02/12/2018,גילה גמליאל,"על שקיפות המידע לגבי נסיעותיה לחו""ל",ליכוד,גל״צ,untrue,"כנסת, ממשלה ומנהל ציבורי",שקיפות במשרד לשוויון חברתי,https://www.thewhistle.co.il/feed/N1xgVNLyeO,הכנסת ה-20,female,"""הכל חשוף. הרי אנחנו מפרסמים הכל בשקיפות מלאה, הכל מפורסם לכולם [...] זה פורסם גם בעבר, זה לא איזה משהו שהוא חדש"""
145,24/01/2019,גילה גמליאל,על הדלפת חומרי חקירה,ליכוד,ערוץ 20,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/GPxPqno0a6,מע׳ בחירות,female,"""כבר זה היה בעבר בפרשיות של שרון, שדברים מהסוג הזה כן הכניסו לכלא אנשים"""
146,18/06/2019,גילה גמליאל,על תקדימים לבקשתה לחון את עוזי משולם:,ליכוד,רשת,TRUE,חוק ומשפט,חנינות,https://www.thewhistle.co.il/feed/YMWp5YJyKk,הכנסת ה-21,female,"""בארץ זה יהיה תקדים, אבל במקומות בעולם כבר התבצע שחוננים בן אדם לאחר מותו"""
147,14/08/2017,גלעד ארדן,על ייצוא קנאביס,ליכוד,ערוץ 2,untrue,כלכלה,ייצוא קנאביס,https://www.thewhistle.co.il/feed/KRxoo7XxOn,הכנסת ה-20,male,"""אף מדינה בעולם לא מייצאת באופן חופשי עדיין קנאביס... [אנחנו] רצים לעשות כסף מייצוא סמים כמדינה הראשונה בעולם"""
148,19/11/2017,גלעד ארדן,על כלא סהרונים,ליכוד,גל״צ,untrue,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/3wW6KvgyD2,הכנסת ה-20,male,"""בג""ץ אישר את זה, והיום על פי חוק הכניסה לישראל אפשר לכלוא אותם בכלא סהרונים. לא, לא, אפשר לכלוא אותם לתקופה ארוכה יותר עד שהם יסכימו לצאת מהארץ"" "
0,21/05/2018,גלעד ארדן,על רישוי הפגנות,ליכוד,גל״צ,half true,חוק ומשפט,רישוי הפגנות,https://www.thewhistle.co.il/feed/O10Y9150wq,הכנסת ה-20,male,"""יש כרגע החלטה משפטית שהביאה לכך שלא צריך בכלל לבקש רישיון מראש על הפגנות"""
1,03/07/2019,גלעד ארדן,על השיפור ביחס המשטרה ליוצאי אתיופיה:,ליכוד,כאן ב׳,mostly true,חוק ומשפט,שיטור יתר,https://www.thewhistle.co.il/feed/kDy83MmWwa,מע׳ בחירות,male,"""בשנים האחרונות עשינו המון פעולות שהובילו בשנה האחרונה לירידה של 21% במעצרים בקרב בני הקהילה"""
2,30/07/2018,דב חנין,על סעיף 7ב בהצעת חוק הלאום,הרשימה המשותפת,103FM,mostly untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/QrxOM7nW9B,הכנסת ה-20,male,"""הסעיף הזה הוא העתקה של חוק האזורים הנפרדים שחוקק בדרום אפריקה ב-1950, שאמר שכל קהילה יכולה לחיות בנפרד. הוא לא דיבר על העדפה לאף אחד [...] החוק עורר כל כך הרבה ביקורת שביהמ""ש של האפרטהייד ביטל אותו ב-1957"""
3,06/08/2017,דוד אמסלם,על חקירות רה״מ לדורותיהם,ליכוד,גלי ישראל,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/7nya1dRy9A,הכנסת ה-20,male,"״מה שקורה ב-20 שנה האחרונות - אני חוזר על זה כל פעם אבל כנראה שזה לא מחלחל מספיק - כל ראשי הממשלה מועמדים לדין באופן כמעט גורף ושיטתי"""
4,13/08/2017,דוד אמסלם,על ההפגנות בפ״ת,ליכוד,ערוץ הכנסת,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/Jm0AKYRyaM,הכנסת ה-20,male,"""הפגנה בלי רישיון היא לא חוקית"""
5,19/09/2017,דוד אמסלם,על סמכותה של המשטרה להמליץ על העמדה לדין,ליכוד,103FM,half true,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/QXx462pW78,הכנסת ה-20,male,"זה לא הנושא. עכשיו מה קורה. אבל המשטרה, אין לה סמכות כזאת. דרך אגב, בכלל, גוף משטרתי, כל דבר שהוא צריך לעשות צריך להיות על פי סמכות חוקית. בחוק. לא צריך לכתוב בחוק שאסור"
6,16/10/2017,דוד אמסלם,על היוזמה לאסור חקירות נגד ראש ממשלה מכהן,ליכוד,ערוץ 2,half true,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/3wW6KmGyD2,הכנסת ה-20,male,"""גם בחוק בצרפת אי אפשר לחקור את הנשיא, באיטליה אי אפשר לחקור"""
7,09/11/2017,דוד אמסלם,על שכרו בעיריית ירושלים,ליכוד,103FM,mostly untrue,"כנסת, ממשלה ומנהל ציבורי",שכר בעיריית ירושלים,https://www.thewhistle.co.il/feed/O4Wk2bm0jb,הכנסת ה-20,male,"""עזבתי את העירייה אחרי 14 שנה עם שכר של 20 אלף שקל"""
8,09/11/2017,דוד אמסלם,על עדכון שכרו בכנסת,ליכוד,103FM,TRUE,"כנסת, ממשלה ומנהל ציבורי","שכר הח""כים והשרים",https://www.thewhistle.co.il/feed/rVxwgnmxmA,הכנסת ה-20,male,"""אני וביטן מוותרים גם היום בכנסת על התוספת שלנו. אני חושב שזה רק אני והוא כמעט, כבר מאז תחילת הכנסת"""
9,21/11/2017,דוד אמסלם,"על חוק המלצות המשטרה, שימנע מהמשטרה לכתוב",ליכוד,ועדה בכנסת,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/2GWMp6n0nv,הכנסת ה-20,male,"""אם פער הזמנים היה שבוע-שבועיים לא הייתי מגיש את ההצעת חוק הזאת. אבל יש פה משהו מבני עקום, שהרבה פעמים אנשים מקבלים את ההחלטות של הפרקליטות אחרי שלוש-ארבע-חמש שנים מהרגע שהמשטרה [מעבירה את התיק לפרקליטות]"""
10,28/11/2017,דוד אמסלם,"על חוק ההמלצות, שימנע מהמשטרה לפרסם",ליכוד,כאן ב׳,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/Jm0AKJYyaM,הכנסת ה-20,male,"""היום אסור לפרסם את המלצת המשטרה בלי קשר לחוק הזה. אני כתבתי מכתב ליועמ""ש, אני רוצה להבין על איזה בסיס חוקי אתה נשען בזה שאתה נותן לפעמים היתרים לפרסם. אין חוק כזה. לכן, במשטר דמוקרטי מה שלא כתוב במפורש בחוק אסור לעשות, בעיקר כשאתה רומס זכויות אדם"""
11,28/11/2017,דוד אמסלם,"על חוק ההמלצות, שימנע מהמשטרה לפרסם",ליכוד,כאן ב׳,half true,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/QXx465RW78,הכנסת ה-20,male,"""זה נתון שנתן שי ניצן פרקליט המדינה. מתוך 18 אלף תיקים שהמשטרה ממליצה, כותבת לפרקליטות שיש תשתית ראייתית, בכ-80% הפרקליטות סוגרת את התיקים"""
12,01/12/2017,דוד אמסלם,על חוק ההמלצות,ליכוד,פייסבוק,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/kDy83BKWwa,הכנסת ה-20,male,"""חוק ההמלצות נוגע בכל התיקים המשטרתיים בעבירות שבתחום טיפול הפרקליטות, ועל כולם, ללא יוצא מן הכלל, יחול איסור פירסום על המלצת המשטרה. כאמור, כ- 30,000 תיקים ולא כ- 200, כפי שמנסים לצייר!!! [...] כ- 20,000 אזרחים מידי שנה, כמוכם וכמוני שכל עולמם חרב עליהם רק בגלל פרסום ההמלצה!"""
13,26/02/2018,דוד אמסלם,על ההתכתבויות בין השופטת לחוקר תיק 4000,ליכוד,גל״צ,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/8Oxr5rKyDq,הכנסת ה-20,male,"""יש פה אירוע דרמטי, חמור מאוד, אני בטוח שהוא לא התחיל אתמול, אתה יודע, אני לא משוכנע שהוא גם נעצר אצל השופטת הזאת [...] מתי ראית פעם ששופט לא מקבל בקשה של המשטרה לימי מעצר?"""
14,13/06/2018,דוד אמסלם,על העוזרת של מיצל׳ן,ליכוד,גל״צ,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/47yD8NeyGP,הכנסת ה-20,male,"""אני קראתי את הראיון שעשו על הדס קליין ושם בעצם פורטה חלק מהחקירה שלה. אני לא אמרתי שהיא הלכה לעיתון והיא הדליפה לעיתון את החקירה"""
15,20/11/2018,דוד אמסלם,על המלצות המשטרה שעוברות לפרקליטות,ליכוד,103FM,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/QXx46V2W78,הכנסת ה-20,male,"""כ-90% מהמלצות המשטרה לא מתקבלות על ידי הפרקליטות"""
16,21/01/2019,דוד אמסלם,על עריכת שימוע לראש הממשלה בתקופת בחירות:,ליכוד,103FM,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/2GWMplg0nv,מע׳ בחירות,male,"""כל החלטה שמשפיעה על מערכת הבחירות אסור לעשות אותה. זה ההנחיות שמאז ומתמיד היו במערכת בחירות, גם לפקידות וגם לדרג הנבחר [...] היועמ""ש גם כפוף לאותו כלל"""
17,03/03/2019,דוד אמסלם,על אישור עסקת המיזוג בין בזק ל-yes:,ליכוד,כאן ב׳,mostly untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/Jm0AKmqyaM,מע׳ בחירות,male,"""ההחלטה הזאתי של הרגולטורים הייתה בכלל עוד לפני שראש הממשלה עוד היה שר התקשורת"""
18,03/08/2017,דוד ביטן,על ההפגנות בפ״ת,ליכוד,גלי ישראל,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/a5xQzJD0qA,הכנסת ה-20,male,"""קודם כל, אז שיציגו מי מממן, כיוון שזה עולה כסף [...] יש הנחיות של המשטרה שצריך אבטחה, ואבטחה עולה הרבה כסף"""
19,10/08/2017,דוד ביטן,על קבלת מתנות בידי עובדי ציבור,ליכוד,גלי ישראל,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/6a0JD6wyLN,הכנסת ה-20,male,"""החוק לא מתייחס, הוא מתייחס לאי קבלת מתנות, איסור, יש נוהל קבלת מתנות בדברים שקשורים לעבודה שלך. ושם אתה צריך לדווח. לגבי מתנות מחברים, אין חובת דיווח, אין איסור קבלה"""
20,16/09/2017,דוד ביטן,על סמכות ביהמ״ש לפסול חקיקה,ליכוד,ערוץ 10,TRUE,חוק ומשפט,"בג""ץ",https://www.thewhistle.co.il/feed/DKWRR4mWbj,הכנסת ה-20,male,"""פה גם בית משפט שלום יכול לבטל חוק"""
21,08/10/2017,דוד ביטן,"על פסיקת בג""ץ בעניין ההפגנות בפתח תקווה",ליכוד,גל״צ,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/NR0d2oVyBV,הכנסת ה-20,male,"""אז עכשיו כל אחד יכול לבוא, אלף, אלפיים, חמשת אלפים, רק לתת התראה של חצי שעה לפני זה"""
22,05/11/2017,דוד ביטן,על חוק עונש מוות למחבלים,ליכוד,גל״צ,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/8Oxr5RgyDq,הכנסת ה-20,male,"""היתה הצעת חוק לפני שנה, שנתיים [...] הפסדנו בהצבעה בשני קולות ולא יכולנו להעביר, וראש הממשלה תמך בהצעה"""
23,12/11/2017,דוד ביטן,על שכרו של רה״מ,ליכוד,כאן ב׳,untrue,"כנסת, ממשלה ומנהל ציבורי",שכר ראש הממשלה,https://www.thewhistle.co.il/feed/RVxBjnaxZk,הכנסת ה-20,male,"""ראש ממשלה מרוויח כמו סגן ראש עיר וזה דבר שלא יעלה על הדעת"""
24,25/11/2017,דוד ביטן,על עבודות הרכבת בשבת,ליכוד,גל״צ,untrue,דת ומדינה,השבת,https://www.thewhistle.co.il/feed/O10Y93V0wq,הכנסת ה-20,male,"״הבעיה עם הרכבת, לצערי הרב, שאת כל העבודות שלהם הם עושים רק בשבת"""
25,23/05/2018,דוד ביטן,על הגיוס בצפון ת״א,ליכוד,גל״צ,untrue,דת ומדינה,חוק הגיוס,https://www.thewhistle.co.il/feed/6a0JDNAyLN,הכנסת ה-20,male,"""בצפון תל אביב הרבה מאוד לא מתגייסים"""
26,23/05/2018,דוד ביטן,על החקירה בעניינו,ליכוד,ערוץ 10,untrue,חוק ומשפט,חקירת ביטן,https://www.thewhistle.co.il/feed/jKx28EgWZq,הכנסת ה-20,male,"״אני לא יכול להיות שר, כל העניין הוא שבחקירה הם חסמו אותי. אם הייתי שר ונחקר יכולתי להישאר שר. אם אתה לא שר, אתה לא יכול להתמנות״"
27,07/07/2018,דוד ביטן,על זמן נסיעה מאופקים לתל-אביב,ליכוד,כנס,untrue,תחבורה,תחבורה,https://www.thewhistle.co.il/feed/QOxe2Rl0GE,הכנסת ה-20,male,"""אתה יכול היום לגור באופקים ולעבוד בתל אביב כי לוקח לך בדיוק 40 דקות להגיע לתל אביב"""
28,29/01/2019,דוד ביטן,על החוק לגבי הדלפות מחקירות,ליכוד,גל״צ,half true,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/kDy83kYWwa,מע׳ בחירות,male,"""החוק אומר שהדלפות זה עבירות פליליות, גם מי שמדליף וגם מי שאומר את ההדלפות, קרי – העיתונאים"""
29,10/10/2018,דני דנון,"בעקבות התפטרותה של שגרירת ארה""ב באו""ם",,ערוץ 20,mostly untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/DKWRRVbWbj,הכנסת ה-20,male,"""אנחנו נמצאים במומנטום מאוד חזק של נצחונות, העברנו החלטה בעצרת הכללית של גינוי החמאס"""
30,10/12/2018,דני דנון,"על הניסיון להעביר החלטה המגנה את חמאס בעצרת הכללית של האו""ם",ליכוד,רדיו קול-חי,mostly true,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/O4Wk2gg0jb,הכנסת ה-20,male,"""כשזה מגיע לישראל יש להם כללים שונים, ודרשו שיהיה רוב של שני-שליש [...] כשעברו הצעות נגד ישראל הן עברו ברוב רגיל"""
31,02/05/2019,דני דנון,"על האנטישמיות בארה""ב:",ליכוד,"גל""צ",half true,חוק ומשפט,פשעי שנאה,https://www.thewhistle.co.il/feed/QXx46GpW78,הכנסת ה-21,male,"""דו""ח של ה-FBI ל-2018 מציין עלייה במספרים: רוב פשעי השנאה היום בארצות הברית הם נגד יהודים"""
32,06/05/2019,דני דנון,"על הגיבוי בעולם לתקיפות צה""ל בעזה:",ליכוד,רשת,half true,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/8d0G7Qr0Jn,הכנסת ה-21,male,"""לא רק ארה""ב – גם האיחוד האירופי, מזכ""ל האו""ם, מדינות רבות אמרו 'ישראל צודקת בהתקפות שלה'"""
