,date,speaker,title,party,media,score,field,subject,link,knesset,gender,main-quote
72,20/08/2018,אלי כהן,על ירידת מדד מחירי המזון,כולנו,103FM,mostly untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/YXylJ7Z0w2,הכנסת ה-20,male,"""במהלך השנתיים האחרונות גם המחירים ירדו ב-5.5% אחרי עשור של עלייה"""
73,09/12/2018,אלי כהן,על השינויים בשוק הפארם בתקופת כהונתו,כולנו,רשת,mostly untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/NR0d2veyBV,הכנסת ה-20,male,"""לפני כשנה הייתה רק רשת אחת, הייתה סופר פארם. עכשיו יש סופר פארם, יש Be, יש גוּד פארם"""
74,19/12/2018,אלי כהן,על פעילות הממשלה להגברת התחרות במשק,כולנו,נאום,mostly untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/O4Wk2Rw0jb,הכנסת ה-20,male,"""ביטלנו את כל הנושא של הבלעדיות בקניונים"""
75,03/06/2019,אלי כהן,על הגבלת ארגונים המחרימים את ישראל:,כולנו,פייסבוק,half true,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/ORxK9JJWjK,הכנסת ה-21,male,"""בכל העולם, כולל בגרמניה רק לאחרונה, מוציאים אל מחוץ לחוק את ה-BDS האנטישמיים"""
76,24/06/2019,אלי כהן,על המדיניות הכלכלית של יאיר לפיד:,כולנו,103FM,mostly untrue,כלכלה,העלאת מסים,https://www.thewhistle.co.il/feed/DKWRRrmWbj,הכנסת ה-21,male,"""העלאת מסים מדכאת את המשק, מורידה את הצמיחה, מעלה את האבטלה. זה בדיוק מה שקרה בתקופתו של לפיד"""
77,24/06/2019,אלי כהן,על עמדת הנגיד בשאלת הטיפול בגירעון:,כולנו,103FM,half true,כלכלה,גירעון,https://www.thewhistle.co.il/feed/8Oxr5mgyDq,הכנסת ה-21,male,"""נגידים תמיד אומרים להעלות מסים. הם אמרו את זה גם ב-2015, ב-2016 וב-2017. מתי הם אמרו לא להעלות מסים?"""
78,25/03/2018,אלי סדן,על התבטאויותיו בנוגע לנשים,,חברת החדשות,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/Z909OXNyqO,הכנסת ה-20,male,"""אחוז האימהות שחיות היום בלי נישואין בכלל - האמהות החד הוריות - גדל ב-80% ב-6 השנים האחרונות"""
79,11/10/2018,אליאב בן שמעון,על העלייה במספר ההרוגים בתאונות בנייה,,ערוץ 10,untrue,"עבודה, רווחה ובריאות",תאונות בנייה,https://www.thewhistle.co.il/feed/nJy3Yzk0PO,הכנסת ה-20,male,"""הנתונים לא השתנו בשנים האחרונות, מה שכן השתנה זה היקפי הבנייה בישראל שגדלו פי 2, מספר אתרי הבנייה שגדלו פי 2"""
80,18/01/2018,אלעזר שטרן,על משך כהונת רב עיר,יש עתיד,כאן ב׳,half true,דת ומדינה,הרבנות הראשית,https://www.thewhistle.co.il/feed/Jm0AKLZyaM,הכנסת ה-20,male,"""זה מצב לא הגיוני שרב עיר נבחר לכל החיים"""
81,28/02/2018,אלעזר שטרן,על מספר המתגייסים החרדים בעקבות חוק השוויון בנטל,יש עתיד,גל״צ,untrue,דת ומדינה,חוק הגיוס,https://www.thewhistle.co.il/feed/kDy83XvWwa,הכנסת ה-20,male,"""הייתה מגמה ברורה של עלייה. כשהממשלה הזאת ביטלה את חוק השוויון בנטל שיש עתיד הובילה בכנסת הקודמת, אז הייתה התמתנות של העלייה הזאת, אולי קצת ירידה, וזה ככה נמשך"""
82,21/10/2017,אמיר אוחנה,על ההצעה לאסור חקירת ראש ממשלה מכהן,ליכוד,טוויטר,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/M8W1OQexge,הכנסת ה-20,male,"""אולמרט בסופו של דבר זוכה מהפרשה בגינה קראו לו להתפטר (המעטפות)"""
83,11/02/2018,אמיר אוחנה,על היחסים הדיפלומטיים של ישראל,ליכוד,רדיו קול ברמה,untrue,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/ORxK98RWjK,הכנסת ה-20,male,"""בנושא יחסי החוץ מדינת ישראל נמצאת עם קשרים דיפלומטים עם יותר מדינות מאשר אי פעם בעבר באיזושהי נקודת זמן"""
84,06/03/2018,אמיר אוחנה,על גיוס עדי מדינה בחקירות רה״מ,ליכוד,קשת,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/36xj8qwWRd,הכנסת ה-20,male,"""הריבוי של עדי מדינה, ואני לא מכיר אף חשוד אחר במדינת ישראל, שידעה ארגוני פשיעה [...] ושידעה רוצחים ושידעה אנסים, אף חשוד בתולדות מדינת ישראל שהיו נגדו שלושה עדי מדינה, וזה מסמן לי שאין למשטרה באמת ראיות"""
85,21/05/2018,אמיר אוחנה,2# על ח״כים ערבים בבחירות,ליכוד,רדיו דרום,untrue,"כנסת, ממשלה ומנהל ציבורי",פסקת ההתגברות,https://www.thewhistle.co.il/feed/M8W1ONzxge,הכנסת ה-20,male,"""פסקת ההתגברות יכולה לתת פתרון גם לסוגיות כאלה כמו סעיף 7א, למשל החלטה כזו שאנחנו נוכל להתגבר על פסיקת בית המשפט העליון"""
86,21/05/2018,אמיר אוחנה,על ח״כים ערבים בבחירות,ליכוד,רדיו דרום,mostly untrue,"כנסת, ממשלה ומנהל ציבורי",פסקת ההתגברות,https://www.thewhistle.co.il/feed/a5xQzwE0qA,הכנסת ה-20,male,"""סעיף 7א לחוק יסוד: הכנסת קובע שאנשים שתומכים בעמדות הללו לא צריכים להיות בכנסת [...] חוק ההשעיה קובע שאם ח""כ לא עמד בתבחיני סעיף 7א לא רק שהוא לא יוכל להיבחר לכנסת, אלא כהונתו תיפסק. אבל שוב ושוב הדבר הזה נמנע על ידי ביהמ""ש"""
87,02/07/2018,אמיר אוחנה,על גיוס חרדים בשנים האחרונות,ליכוד,רדיו ירושלים,TRUE,דת ומדינה,חוק הגיוס,https://www.thewhistle.co.il/feed/rVxwgm2xmA,הכנסת ה-20,male,"""במהלך השנים האחרונות, תחת כהונת ראש הממשלה נתניהו, יותר ויותר חרדים מתגייסים לצה""ל"""
88,08/07/2018,אמיר אוחנה,על שימוש בנשק פרטי ברצח במשפחה,ליכוד,רשת,misleading,חוק ומשפט,רישויון לנשק,https://www.thewhistle.co.il/feed/nJy3Y670PO,הכנסת ה-20,male,"""מאז 2000 ועד 2017, שיעור כלי הנשק הפרטיים ששימשו במעשי רצח במשפחה, שהם מעשים נוראיים שיש להלחם בהם כמובן, עומד על כ-2%"""
89,18/07/2018,אמיר אוחנה,על חוק הפונדקאות,ליכוד,גל״צ,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/DKWRRweWbj,הכנסת ה-20,male,"""יש רק שתי מדינות בעולם שמאפשרות פונדקאות לזוגות מאותו מין - ארה""ב וקנדה [...] אבל הזעקה הזאת ש'איראן זה כאן' - בואו נגיד את האמת, שוודיה זה כאן, דנמרק זה כאן, צרפת ובלגיה זה כאן"""
90,22/08/2018,אמיר אוחנה,על השימוש בנשק חם ברישיון במקרי רצח במשפחה,ליכוד,גל״צ,mostly untrue,חוק ומשפט,רישויון לנשק,https://www.thewhistle.co.il/feed/owxvg9E0V6,הכנסת ה-20,male,"""כשאנחנו בודקים את הנתונים בשני העשורים האחרונים אנחנו מוצאים ש-2% בערך בוצעו על ידי כלי נשק פרטיים [...] 98% מהמקרים האחרים של רצח בתוך המשפחה אירעו בסכין, גרזן, פטיש, חניקה"""
91,01/11/2018,אמיר אוחנה,על שמירת ראיות על ידי המשטרה,ליכוד,ערוץ 20,TRUE,חוק ומשפט,משטרת ישראל,https://www.thewhistle.co.il/feed/dJxVqmKy2D,הכנסת ה-20,male,"""אין חוק כזה שמחייב את המשטרה לשמור מוצגים"""
92,18/01/2019,אמיר אוחנה,"על הכרעת היועמ""ש אחרי שימוע לשר חיים כץ",ליכוד,קשת,untrue,חוק ומשפט,שימוע לחיים כץ,https://www.thewhistle.co.il/feed/jKx286ZWZq,מע׳ בחירות,male,"""חיים כץ נחקר בפרשיית התעשייה האווירית. החליט היועמ""ש שיש מקום להגיש כתבי אישום, וקיים לו שימוע. לפני שבועיים [...] החליט היועמ""ש - 'אינני מגיש נגדך כתב אישום, קיבלתי את טענותיך בשימוע'"""
93,08/03/2019,אמיר אוחנה,על מחירי החשמל,ליכוד,קשת,mostly true,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/2GWMp5w0nv,מע׳ בחירות,male,"""גם מחירי החשמל ירדו בעשור האחרון"""
94,08/03/2019,אמיר אוחנה,על מספר המדינות שעימן לישראל יש יחסים דיפלומטיים:,ליכוד,קשת,untrue,חוץ ובטחון,יחסי חוץ,https://www.thewhistle.co.il/feed/AqW78BKyaJ,מע׳ בחירות,male,"""מעולם ישראל לא הייתה בקשרים דיפלומטיים עם יותר מדינות מאשר בנקודת הזמן הזו"""
95,17/03/2019,אמיר אוחנה,על אזרחים הרוגים בעקבות פעילות טרור מעזה:,ליכוד,103FM,misleading,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/47yD85DyGP,מע׳ בחירות,male,"""נכון, יש טילים מעזה [...] אני אגיד לך מה עוד יש מעזה - חמש שנים מאז צוק איתן של אפס אזרחים ישראלים הרוגים. זה חסר תקדים מאז 1967!"""
96,12/07/2019,אמיר אוחנה,על השקעת הממשלה בחינוך:,ליכוד,רשת,mostly true,כלכלה,תקציב החינוך,https://www.thewhistle.co.il/feed/47yD37GWGP,מע׳ בחירות,male,"""בשנה האחרונה, אם אני לא טועה, תקציב החינוך עבר את תקציב הביטחון. זה דבר שלא היה בתולדות המדינה"""
97,07/10/2018,אסף הראל,על מיזם שיתוף המכוניות 'אוטותל',,פייסבוק,untrue,תחבורה,תחבורה,https://www.thewhistle.co.il/feed/2GWMpOM0nv,הכנסת ה-20,male,"""יש לזה כולה 1,000 משתמשים קבועים"""
98,15/10/2018,אסף הראל,על מצב החינוך בתל-אביב-יפו,,פייסבוק,untrue,"חינוך, תרבות וספורט",חינוך בתל אביב יפו,https://www.thewhistle.co.il/feed/aVyNX2g0K8,הכנסת ה-20,male,"""אחוז הזכאים לבגרות ברמת אביב עומד על 93%. מרשים. בכפר-שלם – 9%. נראה לכם לגיטימי פער כל כך גדול במערכת החינוך בעיר""?"
99,21/05/2019,אסף זמיר,על מרכזיותה של תל אביב,כחול לבן,ערוץ הכנסת,mostly untrue,כלכלה,תל אביב,https://www.thewhistle.co.il/feed/VnWb2rNWve,הכנסת ה-21,male,"""למה ב-2005 שונה החוק, ועל ידי מי? בהובלת מי שעמד בראש ועדת חוקה, מיקי איתן [...] כשהצביעו בשבילו כל חברי הליכוד, וכמות ענקית, אולי רוב, של חברי הכנסת"""
100,23/08/2017,אריה דרעי,על ההפגנות מחוץ לבית היועמ״ש,"ש""ס",גל״צ,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/OZWqmPkWjw,הכנסת ה-20,male,"""אני מאוד לא אוהב את כל ההפגנות הללו שעושים מול היועץ המשפטי, לא היה תקדים לזה אף פעם"""
101,30/08/2017,אריה דרעי,על פסיקת בג״צ בעניין מבקשי מקלט,"ש""ס",103FM,mostly untrue,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/a5xQz9D0qA,הכנסת ה-20,male,"""הם לא פליטים, הם לא מי שעל פי האמנה הבינלאומית מוכרים כפליט. הם מסתנני עבודה נטו"" "
102,27/11/2017,אריה דרעי,על ההסכם הקואליציוני,"ש""ס",ישיבת סיעה בכנסת,untrue,דת ומדינה,השבת,https://www.thewhistle.co.il/feed/owxvgQQ0V6,הכנסת ה-20,male,"""יש סעיף מפורש בהסכם הקואליציוני שאם יש פסיקות של בית משפט העליון שמפרות את הסטטוס קוו הקואליציה מחוייבת לתקן בחקיקה"""
103,01/02/2018,אריה דרעי,על עובדים זרים לא חוקיים בישראל,"ש""ס",גל״צ,untrue,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/O10Y98J0wq,הכנסת ה-20,male,"""יש 25 אלף תאילנדים שעובדים כאן [...] אין תאילנדי שהגיע לארץ בחקלאות ולא חזר בחזרה. אותו דבר העובדים הסינים שבאים לכאן, ואותו דבר עובדי הסיעוד"""
104,01/02/2018,אריה דרעי,על מבקשי המקלט ומהגרי העבודה מאריתריאה וסודן,"ש""ס",גל״צ,mostly untrue,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/QOxe2lk0GE,הכנסת ה-20,male,"""נתנו להם את כל מה שאפשר, כולל זכויות בריאות וחינוך ועבודה שנתנו להם"""
105,03/06/2018,אריה דרעי,על חוק הגיור,"ש""ס",הודעה לעיתונות,mostly untrue,דת ומדינה,חוק הגיור,https://www.thewhistle.co.il/feed/YXylJk10w2,הכנסת ה-20,male,"""המוסמך היחידי על פי תקנות הממשלה להגיש הצעת חוק בנושא הגיור הוא שר הפנים"""
106,02/04/2019,אריה דרעי,על עזיבתם של מבקשי מקלט ומהגרים מאפריקה את ישראל:,"ש""ס","גל""צ",half true,כלכלה,תוצר,https://www.thewhistle.co.il/feed/Z909ObXyqO,מע׳ בחירות,male,"""בקדנציה שלי, בארבע השנים הללו, למעלה מ-20 אלף מסתננים עזבו מרצון [...] אנחנו במגמת ירידה כל הזמן"""
107,21/12/2017,בני בגין,על חוק ההמלצות,ליכוד,כאן ב׳,half true,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/LK0ZaZ8xPk,הכנסת ה-20,male,"""בנוסח החדש [של חוק ההמלצות] אין למעשה שינוי של המצב הקיים - לא היו המלצות על העמדה לדין בשנים האחרונות וגם לא יהיו, אבל סיכום החקירה וההודעה לפרקליטות האם יש או אם אין ראיות לביצוע עבירה - זה יימשך כמקודם"""
108,01/12/2018,בני בגין,על תקציב התרבות בזמן כהונתה של מירי רגב,ליכוד,רשת,TRUE,כלכלה,תקציב המדינה,https://www.thewhistle.co.il/feed/VnWb2RAWve,הכנסת ה-20,male,"""לגבי התרבות והאמנות בחברה הערבית השרה רגב הגבירה מאוד את התקציבים בעניין זה. היו בערך 10 מיליון שקלים רק לפני 4 או 5 שנים, ובשנה זאת יותר מ-30 מיליון"""
109,22/08/2017,בנימין נתניהו,על התמלוגים שתקבל המדינה ממתווה הגז,ליכוד,טוויטר,half true,כלכלה,מתווה הגז,https://www.thewhistle.co.il/feed/QXx46eNW78,הכנסת ה-20,male,"""החשב הכללי של האוצר הודיע שלפי החישובים, ישראל תקבל כ-17 מיליארד שקל תמלוגים על הגז בשנים הקרובות, שילכו לחינוך, לבריאות, לקשישים, לניצולי שואה"""
110,19/09/2017,בנימין נתניהו,על החלטת אונסק״ו בנוגע לחברון,ליכוד,נאום,half true,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/aVyNX4G0K8,הכנסת ה-20,male,"""ביולי אונסק""ו הכריז על מערת המכפלה בחברון אתר מורשת עולמי פלסטיני. זה גרוע מפייק-ניוז, זאת היסטוריה מזויפת"""
111,19/09/2017,בנימין נתניהו,על החלטת ארגון הבריאות העולמי,ליכוד,נאום,mostly untrue,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/8d0G75r0Jn,הכנסת ה-20,male,"""במאי האחרון [...] ארגון הבריאות העולמי אימץ החלטה בחסות סורית שביקרה את ישראל על תנאי הבריאות ברמת הגולן"""
112,30/04/2018,בנימין נתניהו,על הסכם הגרעין האיראני,ליכוד,נאום,untrue,חוץ ובטחון,הסכם הגרעין האיראני,https://www.thewhistle.co.il/feed/QXx461XW78,הכנסת ה-20,male,"""אירן נדרשה בהסכם הגרעין להתוודות בפני הסוכנות הבינלאומית לאנרגיה אטומית בעניין תכנית הגרעין שלה. זה היה תנאי חד משמעי לקיום הסכם הגרעין - אירן חייבת להתוודות"""
113,23/07/2018,בנימין נתניהו,על היחס לנוצרים במזרח התיכון,ליכוד,טוויטר,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/N1xgVvXyeO,הכנסת ה-20,male,"""ישראל היא המדינה היחידה, בטווח של אלפי מיילים, שבה הנוצרים לא רק שורדים, אלא משגשגים"""
114,05/11/2018,בנימין נתניהו,על תוצאות רשימות 'מחל' בבחירות למועצות המקומיות,ליכוד,נאום,mostly untrue,"כנסת, ממשלה ומנהל ציבורי",הבחירות המקומיות,https://www.thewhistle.co.il/feed/Gkxzvq5xo5,הכנסת ה-20,male,"""הליכוד הגדיל את כוחו ברשימות המקומיות בכ-30%. זה הישג גדול מאוד. רשימות מחל."""
115,03/01/2019,בנימין נתניהו,על עריכת שימוע לנבחרי ציבור בתקופת בחירות:,ליכוד,פייסבוק,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/QrxOMgVW9B,מע׳ בחירות,male,"""אף פעם לא פתחו בשימוע לפני הבחירות אם לא יכלו לסיים אותו עד הבחירות"""
116,23/03/2019,בנימין נתניהו,על מימון הוצאותיו המשפטיות:,ליכוד,קשת,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/36xj8kOWRd,מע׳ בחירות,male,"""כל איש ציבור בישראל קיבל את האפשרות לבקש תמיכה ועזרה מול מאמץ כביר שמשקיעים נגדי"""
117,23/03/2019,בנימין נתניהו,על המניות שהחזיק בעת שכיהן כחבר כנסת:,ליכוד,קשת,untrue,"עבודה, רווחה ובריאות",ביטוח לאומי,https://www.thewhistle.co.il/feed/Z8yXDvay42,מע׳ בחירות,male,"""כשאני מחזיק [מניות] כח""כ, זה משול להחזקה כאזרח פרטי"""
118,04/04/2019,בנימין נתניהו,על חלקו בהקמת כביש 6:,ליכוד,כאן ב',mostly untrue,כלכלה,תקציב הבריאות,https://www.thewhistle.co.il/feed/47yD85zyGP,מע׳ בחירות,male,"""לפני כמה שנים לא היה פה כלום - לא היו כבישים, לא היו מחלפים. כביש 6 היום 180 ק""מ, אתה נוסע צפון, דרום - איפה היה דבר כזה?"""
119,09/05/2019,בנימין נתניהו,על המנהג למחוא כפיים בנחיתה:,ליכוד,נאום,untrue,תחבורה,תעופה,https://www.thewhistle.co.il/feed/aVyNXVG0K8,הכנסת ה-21,male,"""בכל פעם שהמטוס נוחת בנתב""ג, פתאום כולם מוחאים כפיים. אין דבר כזה בעולם. חפשו מדינה שהמטוס נוחת אצלה והם מוחאים כפיים, אין דבר כזה"""
120,17/06/2019,בנימין נתניהו,על הגירעון התקציבי הגבוה:,ליכוד,נאום,TRUE,כלכלה,גירעון,https://www.thewhistle.co.il/feed/Gkxzv34xo5,הכנסת ה-21,male,"""התמודדנו עם גירעונות גדולים יותר, גם עם זה נתמודד"""
121,17/08/2017,בצלאל סמוטריץ׳,על חוק ההסדרה,הבית היהודי,פייסבוק,mostly untrue,חוק ומשפט,"בג""ץ",https://www.thewhistle.co.il/feed/owxvg460V6,הכנסת ה-20,male,"""הבוקר שופט יחיד של בית המשפט מחליט להקפיא חוק אחר של הכנסת, בהחלטה לא מנומקת [...] ללא הרכב וללא שום דיון. ולא סתם החלטה אלא החלטה להקפיא חוק של הכנסת לזמן לא ידוע"""
122,06/09/2017,בצלאל סמוטריץ׳,על ימי שבתון באירופה,הבית היהודי,גל״צ,untrue,דת ומדינה,השבת,https://www.thewhistle.co.il/feed/jKx28aKWZq,הכנסת ה-20,male,"""ברוב מדינות אירופה ביום השבתון יש שבתון מוחלט, לרבות תחבורה ציבורית, בוודאי ובוודאי מסחר ואפילו בילוי. תלכו באירופה, בצרפת, תלכו בגרמניה. ביום השבתון אין כלום. ציפורים מצייצות ברחובות וזהו"""
123,06/09/2017,בצלאל סמוטריץ׳,על עידוד הגירה פלסטינית,הבית היהודי,גלי ישראל,half true,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/O4Wk2qD0jb,הכנסת ה-20,male,"""הסקרים שנערכים ברשות הפלסטינית, מדברים על 50% מתושבי עזה שמאוד רוצים להגר, על עשרות רבות מאוד של אחוזים מקרב צעירי יהודה ושומרון שרוצים לחפש עתיד במדינות אחרות בעולם"""
124,07/11/2017,בצלאל סמוטריץ׳,"על ההסכם בין קק""ל למדינה",הבית היהודי,כאן ב׳,mostly true,כלכלה,"קק""ל",https://www.thewhistle.co.il/feed/NR0d2gVyBV,הכנסת ה-20,male,"״בתקציב הקודם ממשלת ישראל חתמה על הסכם עם קק״ל, במסגרתו קק״ל העבירה למדינה 2.2 מיליארד שקלים, והמדינה התחייבה, אגב התחייבות זו מעוגנת בהחלטת ממשלה [...] לא לבקש מקק״ל תקציב נוסף עד שנת 2021. במסגרת אותו הסכם הממשלה גם התחייבה לא לקדם את החוק הזה"""
125,22/11/2017,בצלאל סמוטריץ׳,על דו״ח המבקר בעניין רגבים ואופק 2,הבית היהודי,גלי ישראל,mostly untrue,"כנסת, ממשלה ומנהל ציבורי",מבקר המדינה,https://www.thewhistle.co.il/feed/rVxwgn1xmA,הכנסת ה-20,male,"""הביקורת מתייחסת לתקופה שאני כבר כיהנתי בכנסת. לא הייתי מעורב, לא ברגבים ולא באופק"""
126,22/11/2017,בצלאל סמוטריץ׳,על דו״ח המבקר בעניין רגבים ואופק,הבית היהודי,גלי ישראל,mostly untrue,"כנסת, ממשלה ומנהל ציבורי",מבקר המדינה,https://www.thewhistle.co.il/feed/7nya1Loy9A,הכנסת ה-20,male,"""המבקר קובע מפורשות שהתמיכה הייתה חוקית, אושרה על ידי בית המשפט, אושרה באופן קונקרטי על ידי יועצים משפטיים גם של המועצה גם של משרד הפנים וגם של משרד המשפטים"""
127,25/12/2017,בצלאל סמוטריץ׳,על הליך מינוי מאבטח לשכת המבקר,הבית היהודי,רדיו ירושלים,untrue,"כנסת, ממשלה ומנהל ציבורי",מבקר המדינה,https://www.thewhistle.co.il/feed/47yD8LMyGP,הכנסת ה-20,male,"""שאלתי את המבקר [...] למה כל משרדי הממשלה צריכים למנות קב״ט במכרז פומבי מסודר, ואתה מבקש פטור ממכרז? [...] לא היו בפיו הסברים מניחים את הדעת, ולכן חבריי בוועדה קיבלו את דעתי ואנחנו סירבנו לאשר את הבקשה ושלחנו את המבקר לבצע מכרז"""
128,09/04/2018,בצלאל סמוטריץ׳,על פסקת ההתגברות,הבית היהודי,ערוץ 20,TRUE,חוק ומשפט,"בג""ץ",https://www.thewhistle.co.il/feed/jKx28pLWZq,הכנסת ה-20,male,"""התהליך הזה [של חקיקת פסקת ההתגברות] הוא פשוט, הוא ברור, הוא קיים בחופש העיסוק"""
129,29/05/2018,בצלאל סמוטריץ׳,"על עמדת הציבור האמריקאי לנישואי להט""ב",הבית היהודי,ערוץ הכנסת,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/DKWRRa7Wbj,הכנסת ה-20,male,"""חצי מאזרחי ארה""ב הם שמרנים רפובליקאים שמתנגדים לנישואים חד-מיניים"""
130,01/07/2018,בצלאל סמוטריץ׳,על מתווה הכותל ורפורמים,הבית היהודי,רדיו קול-חי,untrue,דת ומדינה,רפורמים וקונסרביטיבים,https://www.thewhistle.co.il/feed/7nya1Aey9A,הכנסת ה-20,male,"""הרוב הגדול של יהודי ארה""ב כבר לא מזדהים כשייכים לשום זרם [...] רחבת התפילה המעורבת בכותל ריקה, הם לא באים להתפלל בה. אין היום בישראל 3,000 רפורמים, זה קומץ של פרובוקטורים"""
131,14/08/2018,בצלאל סמוטריץ׳,על השליטה הישראלית בעזה,הבית היהודי,גל״צ,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/6a0JD5lyLN,הכנסת ה-20,male,"""קודם כל לא היה ממשל צבאי [ברצועת עזה], אני רוצה לחזור למה שהיה בראשית שנות התשעים, לפני האיוולת הגדולה של הסכמי אוסלו"""
132,21/11/2018,בצלאל סמוטריץ׳,"על העברת נכסים לידי עמותת אלע""ד ותושבים יהודים בעיר דוד",הבית היהודי,פייסבוק,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/RVxBj4gxZk,הכנסת ה-20,male,"""בעיר דוד כל הבתים, ללא יוצא מן הכלל, נרכשו בכסף מלא, כדת וכדין"""
133,05/12/2018,בצלאל סמוטריץ׳,על היצע המלונות בישראל,הבית היהודי,ערוץ הכנסת,untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/47yD8GByGP,הכנסת ה-20,male," ""הביקוש במלונות בארץ עולה על ההיצע, מכיוון שעשרים שנה כבר לא בנו אף מלון אחד בארץ"""
134,28/02/2019,בצלאל סמוטריץ׳,על העבירות המיוחסות לבנימין נתניהו,הבית היהודי,גל״צ,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/6a0JDo8yLN,מע׳ בחירות,male,"""איך שזה נראה כרגע, מדובר בעבירות שהן בתחתית המדרג הפלילי במדינת ישראל"""
135,18/03/2019,בצלאל סמוטריץ׳,על גודל האוכלוסייה הפלסטינית ביהודה ושומרון:,הבית היהודי,אולפן ynet,mostly untrue,סביבה,גז טבעי,https://www.thewhistle.co.il/feed/VnWb2bQWve,מע׳ בחירות,male,"""יש בערך 1.8 מיליון ערבים שחיים ביהודה ושומרון"""
136,14/04/2019,בצלאל סמוטריץ׳,על האיסור לקיים אירועים שמדירים נשים:,הבית היהודי,טוויטר,mostly untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/Xr0mzavWpv,מע׳ בחירות,male,"""אין שום הנחיית יועמ""ש כזו. ואם יש אז היא בלתי חוקית. החוק מאפשר באופן מפורש קיום אירוע כזה לציבור הדתי"""
137,21/04/2019,בצלאל סמוטריץ׳,על אמון הציבור במערכת המשפט:,הבית היהודי,קשת,mostly untrue,חוק ומשפט,אמון הציבור במערכת המשפט,https://www.thewhistle.co.il/feed/QOxe2XY0GE,מע׳ בחירות,male,"""במדד של אוניברסיטת חיפה ובסקר של המכון הישראלי לדמוקרטיה אפשר לראות שב-15-10 שנים האחרונות ישנה שחיקה מתמדת - אמון הציבור יורד גם בבית המשפט, גם בפרקליטות המדינה, במוסד הייעוץ המשפטי לממשלה"""
138,03/06/2019,בצלאל סמוטריץ׳,על השימוש בעונש מוות במדינות המערב:,הבית היהודי,כאן ב׳,mostly untrue,דת ומדינה,משפט התורה,https://www.thewhistle.co.il/feed/3wW6KPGyD2,הכנסת ה-21,male,"""חז""ל אמרו שסנהדרין שהייתה מוציאה להורג פעם בשבעים שנה הייתה נחשבת סנהדרין קטלנית. הרבה פחות ממה שמוציאים להורג במדינות מערב מתוקנות"""
139,02/08/2017,ג׳ולס טרמפ,על מיכל האמוניה בחיפה,,גל״צ,mostly true,סביבה,מיכל האמוניה,https://www.thewhistle.co.il/feed/3wW6KnpyD2,הכנסת ה-20,male,"""הצענו 12 דרכים להבאת אמוניה למדינה, ועד כה אין לנו תשובה לאף אחת מהן""; ""במשך ארבעה חודשים וחצי שילמנו לעובדים ללא כל תפוקה, מבלי שקרה דבר במפעל, מבלי שנכנס כסף לעסק"" "
140,08/04/2018,גדעון סער,על החזרת אריתראים לארצם,ליכוד,רדיו קול-חי,mostly untrue,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/QrxOMdQW9B,הכנסת ה-20,male,"""גוף המחקר של האיחוד האירופי, ואחריו ביה""ד האירופי לזכויות אדם, קבעו שהמציאות השתנתה. היום הם צפויים למס של 2% מהכנסתם מחוץ לאריתריאה, אבל לא למשל לעונשי מאסר כבדים. בנסיבות האלה צריך לבחון מחדש את מדיניותינו כלפי הגירוש לאריתריאה"""
